ID_code;id_name;Sartoretto_TS_group;Sartoretto_TS_group_etendu;Sartoretto_CS_group;Sartoretto_CS_group_etendu;Taxon_level;ID_major_category;major_category;gender_name;Species;Gender;Family;Order;Class;Phylum;Not_concerned;major_builders_old;Builders_all;Builders_nobryo;LSP;PSP;MSP;AXSP;COSP
CRMA;Encrusting red macroalgae;1;1;basal;basal;Class;CMA;Encrusting red macroalgae;NC;0;0;0;0;5;0;0;1;1;1;0;0;0;0;0
CRPU;Crella pulvinar;4;4;basal;basal;Species;S;Sponge;Crella;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
CRSP;Crisia sp;;;intermediate;intermediate;Gender;EBR;Erected bryozoan;Crisia;0;2;0;0;0;0;0;0;1;0;0;0;0;0;0
CRT;Crambe tailliezi;3;3;basal;basal;Species;S;Sponge;Crambe;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
CYNO;Cymodocea nodosa;;;;upper;Species;PH;Phanerogam;Cymodocea;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
CYSP;Cystoseira sp;;;;upper;Gender;BM;Brown macroalgae;Cystoseira;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0
CYZO;Cystoseira zosteroides;;;;upper;Species;BM;Brown macroalgae;Cystoseira;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
D;Sand;;;;;NC;SPR;Sludge, pavement, rubble, sand;NC;0;0;0;0;0;0;NC;0;0;0;0;0;0;0;0
DECO;Dendrophyllia cornigera;;2;intermediate;intermediate;Species;SCL;Scleractinia;Dendrophyllia;1;0;0;0;0;0;0;0;1;1;0;0;0;0;0
DELE;Dendroxea lenis;;;basal;basal;Species;S;Sponge;Dendroxea;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
DESA;Dentiporella sardonica;4;4;intermediate;intermediate;Species;EBR;Erected bryozoan;Dentiporella;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0
DIDE;Didemnium sp;;4;intermediate;intermediate;Gender;AS;Ascidians;Didemnium;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0
DIDI;Dictyota dichotoma;;;;upper;Species;BM;Brown macroalgae;Dictyota;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
DIFA;Dictyota fasciola;;;;upper;NA;BM;Brown macroalgae;Dictyota;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
DIIM;Dictyota implexa;;;;upper;Species;BM;Brown macroalgae;Dictyota;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
DILI;Diplosoma listerianum;;4;intermediate;intermediate;Species;AS;Ascidians;Diplosoma;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
DIPO;Dictyopteris polypodioides;;;;upper;Species;BM;Brown macroalgae;Dictyopteris;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
DIRO;Distaplia rosea;;4;intermediate;intermediate;Species;AS;Ascidians;Distaplia;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
DISP;Dictyonella sp;;;basal;basal;Gender;S;Sponge;Dictyonella;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0
DIVE;Diporula verrucosa;;;intermediate;intermediate;Species;EBR;Erected bryozoan;Diporula;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0
DIVI;Diazona violacea;;4;intermediate;intermediate;Species;AS;Ascidians;Diazona;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
DUVE;Dudresnaya verticillata;;;intermediate;intermediate;Species;EMA;Erected red macroalgae;Dudresnaya;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
DYAV;Dysidea avara;1;1;basal;basal;Species;S;Sponge;Dysidea;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
DYFR;Dysidea fragilis;1;1;basal;basal;Species;S;Sponge;Dysidea;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
ECBR;Encrusting bryozoan;2;2;basal;basal;Phylum;CBR;Encrusting bryozoan;NC;0;0;0;0;0;6;0;1;1;0;0;0;0;0;0
ECH;Echinids;;;;intermediate;Phylum;E;Echinids;NC;0;0;0;0;0;6;0;0;0;0;0;0;0;0;0
ECME;Echinus melo;;;;intermediate;Species;E;Echinids;Echinus;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
ECTH;Ecteinascidia herdmani;;4;intermediate;intermediate;Species;AS;Ascidians;Ecteinascidia;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
ENS;Non identified encrusting sponge;;;basal;basal;Phylum;S;Sponge;NC;0;0;0;0;0;6;0;0;0;0;0;0;0;0;0
EPAR;Epizoanthus arenaceus;;;basal;basal;Species;Z;Zoantharia;Epizoanthus;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
ERBR;Erected bryozoan;;;intermediate;intermediate;Phylum;EBR;Erected bryozoan;NC;0;0;0;0;0;6;0;0;1;0;0;0;0;0;0
ERMA;Erected red macroalgae;;;intermediate;intermediate;Class;EMA;Erected red macroalgae;NC;0;0;0;0;5;0;0;0;0;0;0;0;0;0;0
EUCA;Eunicella cavolini;2;2;upper;upper;Species;G;Gorgonian;Eunicella;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
EUSI;Eunicella singularis;;2;upper;upper;Species;G;Gorgonian;Eunicella;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
EUSP;Eudendrium sp;;;intermediate;intermediate;Gender;H;Hydroid;Eudendrium;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0
EUVE;Eunicella verrucosa;;2;upper;upper;Species;G;Gorgonian;Eunicella;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
FARE;Fauchea repens;;;intermediate;intermediate;Species;EMA;Erected red macroalgae;Fauchea;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
FILB;Filamentous brown algae;;;;basal;Class;BM;Brown macroalgae;NC;0;0;0;0;5;0;0;0;0;0;0;0;0;0;0
FILG;Filamentous green algae;;;;basal;Phylum;GM;Green macroalgae;NC;0;0;0;0;0;6;0;0;0;0;0;0;0;0;0
FILR;Filamentous red algae;;;intermediate;intermediate;Class;EMA;Erected red macroalgae;NC;0;0;0;0;5;0;0;0;0;0;0;0;0;0;0
FISA;Filograna or Salmacina sp;;;;intermediate;Gender;W;Sedentary worms;Filograna;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0
FLPE;Flabellia petiolata;3;3;;intermediate;Species;GM;Green macroalgae;Flabellia;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
FORA;Foraminifera;;;basal;basal;Phylum;F;Foraminifera;NC;0;0;0;0;0;6;0;0;0;0;0;0;0;0;0
FRVE;Frondipora verrucosa;1;1;intermediate;intermediate;Species;EBR;Erected bryozoan;Frondipora;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0
GMAC;Green macroalgae;;;;intermediate;Phylum;GM;Green macroalgae;NC;0;0;0;0;0;6;0;0;0;0;0;0;0;0;0
GORG;Gorgonian;;2;upper;upper;Family;G;Gorgonian;NC;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0
GULA;Guancha lacunosa;;;basal;basal;Species;S;Sponge;Guancha;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
HALA;Halymenia latifolia;;;intermediate;intermediate;Species;EMA;Erected red macroalgae;Halymenia;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
HALI;Haliclona Sp;2;2;intermediate;intermediate;Gender;S;Sponge;Haliclona;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0
HAME;Haliclona mediterranea;2;2;intermediate;intermediate;Species;S;Sponge;Haliclona;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
HAPA;Halocynthia papillosa;4;4;intermediate;intermediate;Species;AS;Ascidians;Halocynthia;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
HAPO;Haliclona poecillastroides;;2;intermediate;intermediate;Species;S;Sponge;Haliclona;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
HATU;Halimeda tuna;2;2;;intermediate;Species;GM;Green macroalgae;Halimeda;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
HECO;Hemimycale columella;2;2;basal;basal;Species;S;Sponge;Hemimycale;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
HEPR;Hexadella pruvoti;4;4;basal;basal;Species;S;Sponge;Hexadella;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
HERA;Hexadella racovitzai;4;4;basal;basal;Species;S;Sponge;Hexadella;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
HODU;Hoplangia durotrix;3;3;basal;basal;Species;SCL;Scleractinia;Hoplangia;1;0;0;0;0;0;0;1;1;1;0;0;0;0;0
HOFR;Hornera frondiculata;;;intermediate;intermediate;Species;EBR;Erected bryozoan;Hornera;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0
HY;Hydrozoa;;;intermediate;intermediate;Phylum;H;Hydroid;NC;0;0;0;0;0;6;0;0;0;0;0;0;0;0;0
IDAT;Idmidronea atlantica;;;intermediate;intermediate;Species;EBR;Erected bryozoan;Idmidronea;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0
IROR;Ircinia oros;2;2;basal;basal;Species;S;Sponge;Ircinia;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
IRVA;Ircinia variabilis;2;2;basal;basal;Species;S;Sponge;Ircinia;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
JARU;Jania rubens;;;intermediate;intermediate;Species;EMA;Erected red macroalgae;Jania;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
KAPA;Kallymenia patens;;;intermediate;intermediate;Species;EMA;Erected red macroalgae;Kallymenia;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
LARO;Laminaria rodriguezi;;;;upper;Species;BM;Brown macroalgae;Laminaria;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
LEPR;Leptopsammia pruvoti;3;3;basal;basal;Species;SCL;Scleractinia;Leptopsammia;1;0;0;0;0;0;0;1;1;1;0;0;0;0;0
LESA;Leptogorgia sarmentosa;2;2;upper;upper;Species;G;Gorgonian;Leptogorgia;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
LICA;Lithophyllum cabiochae;3;3;basal;basal;Species;CMA;Encrusting red macroalgae;Lithophyllum;1;0;0;0;0;0;0;1;1;1;1;0;0;0;0
LICO;Lithothamnion corallioides;1;1;basal;basal;Species;CMA;Encrusting red macroalgae;Lithothamnion;1;0;0;0;0;0;0;1;1;1;0;0;0;0;0
LIIN;Lithophyllum incrustans;1;1;basal;basal;Species;CMA;Encrusting red macroalgae;Lithophyllum;1;0;0;0;0;0;0;1;1;1;1;0;0;0;0
LISP;Lithophyllum sp;3;3;basal;basal;Gender;CMA;Encrusting red macroalgae;Lithophyllum;0;2;0;0;0;0;0;1;1;1;1;0;0;0;0
LIST;Lithophyllum stictaeforme;1;1;basal;basal;Species;CMA;Encrusting red macroalgae;Lithophyllum;1;0;0;0;0;0;0;1;1;1;1;0;0;0;0
MAED;Maasella edwardsii;;;basal;basal;Species;AL;Alcyonaria;Maasella;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
MAPH;Madracis pharensis;;2;basal;basal;Species;SCL;Scleractinia;Madracis;1;0;0;0;0;0;0;0;1;1;0;0;0;0;0
MAS;Non identified massive sponge;;;intermediate;intermediate;Phylum;S;Sponge;NC;0;0;0;0;0;6;0;0;0;0;0;0;0;0;0
MEAL;Mesophyllum alternans;1;1;basal;basal;Species;CMA;Encrusting red macroalgae;Mesophyllum;1;0;0;0;0;0;0;1;1;1;0;0;1;0;0
MEEX;Mesophyllum expansum;3;3;basal;basal;Species;CMA;Encrusting red macroalgae;Mesophyllum;1;0;0;0;0;0;0;1;1;1;0;0;1;0;0
MESP;Mesophyllum sp;1;1;basal;basal;Gender;CMA;Encrusting red macroalgae;Mesophyllum;0;2;0;0;0;0;0;1;1;1;0;0;1;0;0
MIMI;Miniacina miniacea;;;basal;basal;Species;F;Foraminifera;Miniacina;1;0;0;0;0;0;0;1;1;1;0;0;0;0;0
MIPO;Microcosmus polymorphus;;4;intermediate;intermediate;Species;AS;Ascidians;Microcosmus;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
